title,location,price,property_type,bedrooms,bathrooms,toilets,added_date,updated_date,url,city,page
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","870,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3355578-5-bedroom-fully-detached,lagos,5
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","220,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355577-contemporary-2-bedroom-apartment,lagos,5
3 bedroom flat / apartment for sale,"Lekki, Lekki Phase 1, Lekki, Lagos","460,000,000",Flat / Apartment,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355575-newly-built-3-bedroom-apartment,lagos,5
1 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","160,000,000",Flat / Apartment,1,1,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355573-contemporary-1-bedroom-apartment,lagos,5
1 bedroom mini flat (room and parlour) for sale,"Positioned In A Secured Estate Close To Ojota, Oregun, Ikeja, Lagos","80,000,000",Mini Flat (Room and Parlour),1,1,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/ikeja/oregun/3355572-1-bedroom-and-2-bedroom-apartment-available,lagos,5
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","550,000,000",Detached Duplex,5,5,6,09 Jun 2024,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2297788-classic-5-bedrooms-detached-duplex-with-bq,lagos,5
6 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","600,000,000",Detached Duplex,6,6,7,19 Nov 2024,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2578852-6-bedrooms-detached-duplex-with-cinema-pool-penthouse,lagos,5
4 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","450,000,000",Detached Duplex,4,5,5,25 Dec 2024,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2634320-luxury-4-bedrooms-detached-duplex-with-swimming-pool-2-rooms-bq,lagos,5
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","650,000,000",Detached Duplex,5,5,6,10 Mar 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2761405-luxury-5-bedrooms-detached-duplex-with-pool-penthouse-and-bq,lagos,5
5 bedroom detached duplex for sale,"Royal Garden Estate, Lekki, Lagos","650,000,000",Detached Duplex,5,5,6,10 Jun 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2914244-brand-new-5-bedrooms-detached-duplex-with-cinema-pool-penthouse-bq,lagos,5
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","390,000,000",Detached Duplex,5,5,6,27 Aug 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3058787-luxury-5-bedrooms-detached-duplex-with-swimming-pool-and-bq,lagos,5
6 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","450,000,000",Detached Duplex,6,6,7,18 Nov 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3209503-brand-new-6-bedroom-detached-duplex-with-pool-penthouse-cinema-bq,lagos,5
6 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","600,000,000",Detached Duplex,6,6,7,26 Nov 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3223335-6-bedrooms-detached-duplex-with-swimming-pool-penthouse-bq,lagos,5
5 bedroom house for sale,"Old Ikoyi, Ikoyi, Lagos","2,500,000,000",House,5,5,6,04 Jun 2025,20 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/old-ikoyi/2904936-off-plan-elegant-5-bedroom-house-with-cinema-office-pool-and-bq,lagos,6
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","550,000,000",Detached Duplex,5,5,6,01 Dec 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3230403-brand-new-5-bedrooms-detached-duplex-with-pool-penthouse-and-bq,lagos,6
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","700,000,000",Detached Duplex,5,5,6,03 Dec 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3234610-brand-new-5-bedrooms-detached-duplex-with-pool-cinema-2-bedrooms-bq,lagos,6
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","500,000,000",Detached Duplex,5,5,6,03 Dec 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3235209-astonished-5-bedrooms-detached-duplex-with-swimming-pool-study-and-bq,lagos,6
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","420,000,000",Detached Duplex,5,5,6,18 Jan 2026,05 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3299225-furnished-5-bedrooms-detached-duplex-with-bq,lagos,6
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","450,000,000",Detached Duplex,5,5,6,05 Feb 2026,06 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3329413-brand-new-5-bedrooms-detached-duplex-with-swimming-pool-and-bq,lagos,6
4 bedroom terraced duplex for sale,"Osapa, Lekki, Lagos","350,000,000",Terraced Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/osapa/3355566-newly-built-four4-bedroom-townhouses,lagos,6
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos","360,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3355563-an-exquisite-4-bedrooms-terraced-duplex-with-modern-facilities,lagos,6
Commercial land for sale,"Directly On Ikorodu Road, Palmgrove, Shomolu, Lagos","1,950,000,000",Commercial Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/commercial-land/lagos/shomolu/palmgrove/3355562-2400sqm-land-with-block-of-6-flats,lagos,6
3 bedroom terraced duplex for sale,"Ikota Gra, Lekki, Lagos","105,000,000",Terraced Duplex,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3355559-very-cheap-luxury-3-bedrooms-terraced-duplex,lagos,6
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos","250,000,000",Detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/ogba/3355556-stunning-4-bedrooms-detached-duplex-with-bq-in-a-serene-area,lagos,6
4 bedroom semi-detached duplex for sale,"Opebi, Ikeja, Lagos","450,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/opebi/3355555-exquisite-4-bedrooms-semi-detached-duplex-with-bq-in-a-secured-area,lagos,6
Mixed-use land for sale,"Airport Road, Ibeju Lekki, Lagos","1,600,000,000",Mixed-use Land,,,,17 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/lekki-ibeju/3346079-5-hectares-of-land,lagos,6
Land for sale,"Eko Atlantic City, Lagos",,Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/lagos/eko-atlantic-city/3355546-premium-serviced-waterfront-development-plots,lagos,6
3 bedroom semi-detached duplex for sale,"Ayo Balogun Estate, Opic, Isheri North, Lagos","180,000,000",Semi-detached Duplex,3,,4,20 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/isheri-north/opic/3351702-3-bedroom-duplex,lagos,6
5 bedroom detached duplex for sale,"Off Admiralty, Lekki Phase 1, Lekki, Lagos","1,300,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3355539-5-bedrooms-detached-duplex,lagos,6
5 bedroom semi-detached duplex for sale,"Ogba, Ikeja, Lagos","550,000,000",Semi-detached Duplex,5,6,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/ogba/3355540-5-bedrooms-semi-detached-duplex-house-with-bq,lagos,6
4 bedroom terraced duplex for sale,"Surulere, Lagos","250,000,000",Terraced Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/surulere/3355538-fully-fitted-4-bedrooms-terraced-duplex-house-bq,lagos,6
4 bedroom terraced duplex for sale,"Ikeja, Lagos","390,000,000",Terraced Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikeja/3355536-furnished-luxury-fully-fitted-4-bedrooms-terrace-duplex-house-with-bq,lagos,6
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos","470,000,000",Terraced Duplex,4,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3354933-elegant-4-bedroom-terrace-duplex-with-fully-serviced,lagos,6
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","945,000,000",Detached Duplex,5,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3354944-contemporary-5-bedroom-detached-duplex,lagos,6
4 bedroom semi-detached duplex for sale,"Atlantic Nominee Estate, Ajah, Lagos","100,000,000",Semi-detached Duplex,4,4,5,14 Oct 2025,27 Dec 2025,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3146614-4-bedrooms-semidetached-house-for-distress,lagos,7
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","945,000,000",Detached Duplex,5,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3354944-contemporary-5-bedroom-detached-duplex,lagos,7
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","300,000,000",Flat / Apartment,2,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3354943-luxury-2-bedroom-apartment-with-elevator,lagos,7
5 bedroom detached duplex for sale,"Ikoyi, Lagos","1,500,000,000",Detached Duplex,5,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3354963-gorgeous-5-bedroom-fully-detached-duplex,lagos,7
2 bedroom flat / apartment for sale,"Eko Atlantic City, Lagos","750,000,000",Flat / Apartment,2,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/eko-atlantic-city/3354957-magnificent-2-bedroom-apartment-with-gym,lagos,7
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","350,000,000",Flat / Apartment,2,,,21 Feb 2026,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3353495-exquisite-2-bedroom-apartment,lagos,7
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","400,000,000",Flat / Apartment,2,,,21 Feb 2026,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3353493-maisonette-2-bedroom-maisonette-home,lagos,7
5 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","750,000,000",Semi-detached Duplex,5,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3354674-well-built-5-bedroom-semi-detached-duplex-with-bq,lagos,7
4 bedroom detached bungalow for sale,"Sangotedo, Ajah, Lagos","60,000,000",Detached Bungalow,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ajah/sangotedo/3355519-distress-detached-bungalow-in-a-gated-area,lagos,7
Block of flats for sale,"Ogba, Ikeja, Lagos","150,000,000",Block of Flats,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikeja/ogba/3355516-4-bedrooms-detached-house-with-block-of-2-flats,lagos,7
3 bedroom terraced duplex for sale,"Medina Estate, Gbagada, Lagos","240,000,000",Terraced Duplex,3,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/gbagada/3355511-brand-new-3-bedrooms-terraced-duplex,lagos,7
4 bedroom semi-detached duplex for sale,"Ajah, Lagos","129,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3355488-4-bedroom-duplex-with-enough-compound-space-for-a-party,lagos,7
2 bedroom flat / apartment for sale,"Ikate Elegushi, Lekki, Lagos","200,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate-elegushi/3355481-ready-to-move-in-newly-built-2-bedrooms-apartment,lagos,7
4 bedroom semi-detached duplex for sale,"Idado, Lekki, Lagos","250,000,000",Semi-detached Duplex,4,5,6,20 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/idado/3352326-spacious-4-bedroom-semi-detached-duplex-with-boys-quarter,lagos,7
3 bedroom terraced duplex for sale,"Abijo, Lekki, Lagos","100,000,000",Terraced Duplex,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/abijo/3355477-luxury-3-bedrooms,lagos,7
6 bedroom detached duplex for sale,"Osapa, Lekki, Lagos","480,000,000",Detached Duplex,6,6,7,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3355475-fascinating-6-bedroom-detached-duplex-with-bq,lagos,7
2 bedroom flat / apartment for sale,"Ikate, Lekki, Lagos","180,000,000",Flat / Apartment,2,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate/3355470-2-bedroom-apartment,lagos,7
Mixed-use land for sale,"Eleranigbe, Ibeju Lekki, Lagos","32,200,000",Mixed-use Land,,,,24 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/lekki-ibeju/eleranigbe/3309752-parcel-of-land,lagos,7
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","320,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355467-excellent-2-bedrooms-apartment-within-a-secured-estate-with-a-pool-gym,lagos,7
3 bedroom semi-detached bungalow for sale,"Diamond Estate, Sangotedo, Ajah, Lagos","90,000,000",Semi-detached Bungalow,3,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/lagos/ajah/sangotedo/3355464-3-bedrooms-elevated-bungalow-with-mini-flat-bq,lagos,7
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","400,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355463-gorgeous-2-bedroom-maisonnette-with-a-bq-pool-elevator-gym,lagos,7
2 bedroom flat / apartment for sale,"Eko Atlantic City, Victoria Island (VI), Lagos",,Flat / Apartment,2,,3,04 Jul 2025,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/victoria-island/2958064-2-bedroom-maisonette-flat-with-bq,lagos,8
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","400,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355463-gorgeous-2-bedroom-maisonnette-with-a-bq-pool-elevator-gym,lagos,8
5 bedroom detached duplex for sale,"Megamound Estate, Off Lekki County Homes, Ikota, Lekki, Lagos","580,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/3355461-luxury-5-bedrooms-fully-detached-duplex-with-bq,lagos,8
Block of flats for sale,"Egbeda, Alimosho, Lagos","210,000,000",Block of Flats,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/alimosho/3355459-a-beautiful-and-relatively-modern-8-units-of-flats-with-mini-flat,lagos,8
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","220,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355457-stunning-2-bedroom-apartment-with-all-rooms-ensuite-in-a-serene-enviro,lagos,8
4 bedroom terraced duplex for sale,"Harris Drive, Beside Vgc, Lekki Expressway, Lekki, Lagos","130,000,000",Terraced Duplex,4,4,5,23 Sep 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-expressway/3110384-fantastic-4-bedrooms-terraced-duplex,lagos,8
3 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","250,000,000",Flat / Apartment,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355453-gorgeous-3-bedroom-apartment-with-a-well-detailed-finishing,lagos,8
4 bedroom semi-detached duplex for sale,"Estate,lekki County Homes, Ikota, Lekki, Lagos","140,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/3355445-fantastic-4-bedroom-semi-detached-duplex,lagos,8
3 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","300,000,000",Flat / Apartment,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355449-aesthetically-pleasing-3-bedroom-apartment-within-a-serene-environment,lagos,8
3 bedroom detached bungalow for sale,"Ilogboremi, Oko Afo, Badagry, Lagos","15,000,000",Detached Bungalow,3,3,4,20 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/badagry/oko-afo/3301580-distressed-3-bedroom-bungalow-on-a-half-plot-of-land,lagos,8
4 bedroom semi-detached duplex for sale,"Osapa, Lekki, Lagos","220,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/osapa/3355444-spacious-4bedroom-semi-detached,lagos,8
5 bedroom detached duplex for sale,"Premium Home With Elevator,cinema, Garden, Osapa, Lekki, Lagos","1,500,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3355443-ultra-luxury-5-bedroom-fully-detached-house-with-boys-quarters,lagos,8
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos","820,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3355441-luxury-5-bedroom-fully-detached-house-with-modern-finishing-on-450sqm,lagos,8
Mixed-use land for sale,"Iju Road, Ifako, Agege, Lagos","3,800,000,000",Mixed-use Land,,,,06 Apr 2025,19 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/agege/ifako/2805818-42-acres-of-land-on-a-commercial-road,lagos,8
4 bedroom terraced duplex for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","550,000,000",Terraced Duplex,4,4,5,05 Jan 2026,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3277123-contemporary-self-compound-4-bedroom-terrace-duplex-with-bq,lagos,8
2 bedroom flat / apartment for sale,"Mobil Road, Ikota, Lekki, Lagos","70,000,000",Flat / Apartment,2,2,3,10 Jan 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikota/3286580-contemporary-2-bedroom-flat-with-bq,lagos,8
2 bedroom terraced duplex for sale,"Lekki Scheme 2, Ajah, Lagos","100,000,000",Terraced Duplex,2,2,3,15 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3343330-state-of-art-2-bedroom-terrace-with-bq,lagos,8
