title,location,price,property_type,bedrooms,bathrooms,toilets,added_date,updated_date,url,city,page
3 bedroom terraced duplex for sale,"Lekki Scheme 2, Ajah, Lagos","150,000,000",Terraced Duplex,3,3,4,20 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3352493-offplan-3-bedroom-terrace-duplex-with-a-bq,ibadan,10
4 bedroom terraced duplex for sale,"Wuye, Abuja","300,000,000",Terraced Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/wuye/3355606-furnished-5-bedroom-terrace-duplex-with-bq,ibadan,10
Residential land for sale,"Before Gilmore Yard, Guzape District, Abuja","17,500,000",Residential Land,,,,14 Nov 2024,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/guzape-district/2570839-plot-of-land-for-a-luxury-5-bedroom-detached-duplex-plus-bq,ibadan,10
5 bedroom detached duplex for sale,"Osapa London, Lekki, Lagos","900,000,000",Detached Duplex,5,6,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3355605-exquisitely-finished-luxury-5-bedroom-fully-detached-duplex,ibadan,10
Residential land for sale,"Karsana South, Karsana, Abuja","15,000,000",Residential Land,,,,15 Dec 2024,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/karsana/karsana-south/2621684-luxury-4-bedroom-terraced-duplex-plot-of-land,ibadan,10
4 bedroom terraced bungalow for sale,"Victoria Island (VI), Lagos","750,000,000",Terraced Bungalow,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-bungalows/lagos/victoria-island/3355601-the-most-affordable-4-bedroom-terrace-duplex-with-gym-pool,ibadan,10
2 bedroom block of flats for sale,"Wuye, Abuja","75,000,000",Block of Flats,2,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/wuye/3355598-2-bedroom-flat-is-available,ibadan,10
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos","280,000,000",Terraced Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3355597-spacious-4-bedroom-serviced-terraced-duplex-with-bq,ibadan,10
4 bedroom semi-detached duplex for sale,"Osapa, Lekki, Lagos","220,000,000",Semi-detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/osapa/3355589-contemporary-4-bedroom-semi-detached-with-bq,ibadan,10
4 bedroom detached duplex for sale,"Secured Estate With 4mins Drive To Frsc, Ojodu Berger, Ojodu, Lagos","260,000,000",Detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ojodu/ojodu-berger/3355585-newly-built-to-taste-4-bedroom-detached-duplex,ibadan,10
Mixed-use land for sale,"Orange Island, Lekki Phase 1, Lekki, Lagos","260,000,000",Mixed-use Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/lekki/lekki-phase-1/3355580-waterfront-land,ibadan,10
5 bedroom detached duplex for sale,"Ikota Gra, Lekki, Lagos","180,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3355583-newly-built-furnished-luxury-5-bedroom-fully-detached-duplex,ibadan,10
2 bedroom flat / apartment for sale,"Ikate, Lekki, Lagos","205,000,000",Flat / Apartment,2,3,3,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate/3355279-luxury-2-bedroom-apartment-with-elevator-gym-swimming-pool,ibadan,10
2 bedroom terraced duplex for sale,"Ajah, Lagos","120,000,000",Terraced Duplex,2,3,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3355581-fully-furnished-2-bedroom-terrace-duplex,ibadan,10
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","870,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3355578-5-bedroom-fully-detached,ibadan,10
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","220,000,000",Flat / Apartment,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355577-contemporary-2-bedroom-apartment,ibadan,10
3 bedroom flat / apartment for sale,"Lekki, Lekki Phase 1, Lekki, Lagos","460,000,000",Flat / Apartment,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355575-newly-built-3-bedroom-apartment,ibadan,10
1 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","160,000,000",Flat / Apartment,1,1,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355573-contemporary-1-bedroom-apartment,ibadan,10
1 bedroom mini flat (room and parlour) for sale,"Positioned In A Secured Estate Close To Ojota, Oregun, Ikeja, Lagos","80,000,000",Mini Flat (Room and Parlour),1,1,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/ikeja/oregun/3355572-1-bedroom-and-2-bedroom-apartment-available,ibadan,10
4 bedroom detached duplex for sale,"21 Road, Gwarinpa, Abuja","260,000,000",Detached Duplex,4,,,19 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/gwarinpa/3349971-4-bedrooms-fully-detached-duplex-shell-carcass,ibadan,10
3 bedroom semi-detached duplex for sale,"Games Village, Kaura, Abuja","220,000,000",Semi-detached Duplex,3,,,21 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/abuja/kaura/games-village/3354284-3-bedroom-semi-detached-duplex-with-bq,ibadan,10
4 bedroom semi-detached duplex for sale,"Old Ikoyi, Ikoyi, Lagos",,Semi-detached Duplex,4,4,5,23 Jun 2025,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikoyi/2937746-large-4-bedroom-semi-detached-with-bq-pool-and-elevator,ibadan,11
1 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","160,000,000",Flat / Apartment,1,1,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3355573-contemporary-1-bedroom-apartment,ibadan,11
1 bedroom mini flat (room and parlour) for sale,"Positioned In A Secured Estate Close To Ojota, Oregun, Ikeja, Lagos","80,000,000",Mini Flat (Room and Parlour),1,1,2,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/ikeja/oregun/3355572-1-bedroom-and-2-bedroom-apartment-available,ibadan,11
4 bedroom detached duplex for sale,"21 Road, Gwarinpa, Abuja","260,000,000",Detached Duplex,4,,,19 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/gwarinpa/3349971-4-bedrooms-fully-detached-duplex-shell-carcass,ibadan,11
3 bedroom semi-detached duplex for sale,"Games Village, Kaura, Abuja","220,000,000",Semi-detached Duplex,3,,,21 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/abuja/kaura/games-village/3354284-3-bedroom-semi-detached-duplex-with-bq,ibadan,11
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","550,000,000",Detached Duplex,5,5,6,09 Jun 2024,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2297788-classic-5-bedrooms-detached-duplex-with-bq,ibadan,11
6 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","600,000,000",Detached Duplex,6,6,7,19 Nov 2024,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2578852-6-bedrooms-detached-duplex-with-cinema-pool-penthouse,ibadan,11
4 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","450,000,000",Detached Duplex,4,5,5,25 Dec 2024,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2634320-luxury-4-bedrooms-detached-duplex-with-swimming-pool-2-rooms-bq,ibadan,11
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","650,000,000",Detached Duplex,5,5,6,10 Mar 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2761405-luxury-5-bedrooms-detached-duplex-with-pool-penthouse-and-bq,ibadan,11
5 bedroom detached duplex for sale,"Royal Garden Estate, Lekki, Lagos","650,000,000",Detached Duplex,5,5,6,10 Jun 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2914244-brand-new-5-bedrooms-detached-duplex-with-cinema-pool-penthouse-bq,ibadan,11
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","390,000,000",Detached Duplex,5,5,6,27 Aug 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3058787-luxury-5-bedrooms-detached-duplex-with-swimming-pool-and-bq,ibadan,11
6 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","450,000,000",Detached Duplex,6,6,7,18 Nov 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3209503-brand-new-6-bedroom-detached-duplex-with-pool-penthouse-cinema-bq,ibadan,11
6 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","600,000,000",Detached Duplex,6,6,7,26 Nov 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3223335-6-bedrooms-detached-duplex-with-swimming-pool-penthouse-bq,ibadan,11
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","550,000,000",Detached Duplex,5,5,6,01 Dec 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3230403-brand-new-5-bedrooms-detached-duplex-with-pool-penthouse-and-bq,ibadan,11
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","700,000,000",Detached Duplex,5,5,6,03 Dec 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3234610-brand-new-5-bedrooms-detached-duplex-with-pool-cinema-2-bedrooms-bq,ibadan,11
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","500,000,000",Detached Duplex,5,5,6,03 Dec 2025,04 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3235209-astonished-5-bedrooms-detached-duplex-with-swimming-pool-study-and-bq,ibadan,11
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","420,000,000",Detached Duplex,5,5,6,18 Jan 2026,05 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3299225-furnished-5-bedrooms-detached-duplex-with-bq,ibadan,11
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos","450,000,000",Detached Duplex,5,5,6,05 Feb 2026,06 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3329413-brand-new-5-bedrooms-detached-duplex-with-swimming-pool-and-bq,ibadan,11
4 bedroom terraced duplex for sale,"Osapa, Lekki, Lagos","350,000,000",Terraced Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/osapa/3355566-newly-built-four4-bedroom-townhouses,ibadan,11
7 bedroom detached duplex for sale,"Maitama District, Abuja","3,400,000,000",Detached Duplex,7,7,8,07 Jan 2026,13 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/maitama-district/3282473-nice-7-bedroom-detached-duplex-with-swimming-pool-3-rooms-bq,ibadan,11
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos","360,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3355563-an-exquisite-4-bedrooms-terraced-duplex-with-modern-facilities,ibadan,11
1 bedroom flat / apartment for sale,"Victoria Island, Eko Atlantic City, Lagos","420,000,000",Flat / Apartment,1,1,2,12 Jun 2025,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/eko-atlantic-city/2917044-26th-floor-sea-view-1-bedroom-flat,ibadan,12
7 bedroom detached duplex for sale,"Maitama District, Abuja","3,400,000,000",Detached Duplex,7,7,8,07 Jan 2026,13 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/maitama-district/3282473-nice-7-bedroom-detached-duplex-with-swimming-pool-3-rooms-bq,ibadan,12
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos","360,000,000",Terraced Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/3355563-an-exquisite-4-bedrooms-terraced-duplex-with-modern-facilities,ibadan,12
Commercial land for sale,"Directly On Ikorodu Road, Palmgrove, Shomolu, Lagos","1,950,000,000",Commercial Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/commercial-land/lagos/shomolu/palmgrove/3355562-2400sqm-land-with-block-of-6-flats,ibadan,12
3 bedroom terraced duplex for sale,"Ikota Gra, Lekki, Lagos","105,000,000",Terraced Duplex,3,3,4,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3355559-very-cheap-luxury-3-bedrooms-terraced-duplex,ibadan,12
2 bedroom detached bungalow for sale,"Nta Road, Port Harcourt, Rivers","60,000,000",Detached Bungalow,2,2,3,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/rivers/port-harcourt/3355557-well-located-and-newly-built-2-bedroom-bungalow,ibadan,12
4 bedroom detached duplex for sale,"Eneka, Port Harcourt, Rivers","220,000,000",Detached Duplex,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/rivers/port-harcourt/eneka/3355554-exquisitely-fully-furnished-4-bedroom-duplex-wt-mini-plaza,ibadan,12
3 bedroom detached bungalow for sale,"Rumuodomaya, Port Harcourt, Rivers","90,000,000",Detached Bungalow,3,3,4,11 Feb 2026,18 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/rivers/port-harcourt/rumuodomaya/3337807-brand-new-and-contemporary-three-3-bedroom-bungalow,ibadan,12
3 bedroom detached bungalow for sale,"Rumuodumaya / Omachi Estate, Port Harcourt, Rivers","95,000,000",Detached Bungalow,3,3,4,12 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/rivers/port-harcourt/3339138-exotic-and-contemporary-3-bedrooms-bungalow,ibadan,12
Mixed-use land for sale,"Airport Road, Ibeju Lekki, Lagos","1,600,000,000",Mixed-use Land,,,,17 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/lekki-ibeju/3346079-5-hectares-of-land,ibadan,12
Land for sale,"Eko Atlantic City, Lagos",,Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/lagos/eko-atlantic-city/3355546-premium-serviced-waterfront-development-plots,ibadan,12
3 bedroom semi-detached duplex for sale,"Ayo Balogun Estate, Opic, Isheri North, Lagos","180,000,000",Semi-detached Duplex,3,,4,20 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/isheri-north/opic/3351702-3-bedroom-duplex,ibadan,12
5 bedroom detached duplex for sale,"Off Admiralty, Lekki Phase 1, Lekki, Lagos","1,300,000,000",Detached Duplex,5,5,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3355539-5-bedrooms-detached-duplex,ibadan,12
5 bedroom semi-detached duplex for sale,"Ogba, Ikeja, Lagos","550,000,000",Semi-detached Duplex,5,6,6,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/ogba/3355540-5-bedrooms-semi-detached-duplex-house-with-bq,ibadan,12
4 bedroom terraced duplex for sale,"Surulere, Lagos","250,000,000",Terraced Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/surulere/3355538-fully-fitted-4-bedrooms-terraced-duplex-house-bq,ibadan,12
Residential land for sale,"Along The Train Station Axis, Idu Industrial, Abuja","8,500,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/idu-industrial/3355537-premium-estate-flat-land,ibadan,12
4 bedroom terraced duplex for sale,"Ikeja, Lagos","390,000,000",Terraced Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikeja/3355536-furnished-luxury-fully-fitted-4-bedrooms-terrace-duplex-house-with-bq,ibadan,12
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos","470,000,000",Terraced Duplex,4,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3354933-elegant-4-bedroom-terrace-duplex-with-fully-serviced,ibadan,12
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","945,000,000",Detached Duplex,5,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3354944-contemporary-5-bedroom-detached-duplex,ibadan,12
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","300,000,000",Flat / Apartment,2,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3354943-luxury-2-bedroom-apartment-with-elevator,ibadan,12
Residential land for sale,"Behind Naf Valley Estate Asokoro, Asokoro District, Abuja","12,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/asokoro-district/3355535-luxury-estate-land-in-valencia-estate-asokoro-extension-abuja,ibadan,12
Residential land for sale,"Efab Metropolis Estate, Gwarinpa, Abuja","200,000,000",Residential Land,,,,06 May 2024,09 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/gwarinpa/2241036-1000sqmtrs-estate-plot-available-in-a-secured-location,ibadan,13
Residential land for sale,"Along The Train Station Axis, Idu Industrial, Abuja","8,500,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/idu-industrial/3355537-premium-estate-flat-land,ibadan,13
4 bedroom terraced duplex for sale,"Ikeja, Lagos","390,000,000",Terraced Duplex,4,5,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikeja/3355536-furnished-luxury-fully-fitted-4-bedrooms-terrace-duplex-house-with-bq,ibadan,13
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos","470,000,000",Terraced Duplex,4,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3354933-elegant-4-bedroom-terrace-duplex-with-fully-serviced,ibadan,13
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","945,000,000",Detached Duplex,5,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3354944-contemporary-5-bedroom-detached-duplex,ibadan,13
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","300,000,000",Flat / Apartment,2,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3354943-luxury-2-bedroom-apartment-with-elevator,ibadan,13
Residential land for sale,"Behind Naf Valley Estate Asokoro, Asokoro District, Abuja","12,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/asokoro-district/3355535-luxury-estate-land-in-valencia-estate-asokoro-extension-abuja,ibadan,13
5 bedroom detached duplex for sale,"Ikoyi, Lagos","1,500,000,000",Detached Duplex,5,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3354963-gorgeous-5-bedroom-fully-detached-duplex,ibadan,13
2 bedroom flat / apartment for sale,"Eko Atlantic City, Lagos","750,000,000",Flat / Apartment,2,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/eko-atlantic-city/3354957-magnificent-2-bedroom-apartment-with-gym,ibadan,13
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","350,000,000",Flat / Apartment,2,,,21 Feb 2026,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3353495-exquisite-2-bedroom-apartment,ibadan,13
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos","400,000,000",Flat / Apartment,2,,,21 Feb 2026,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/lekki-phase-1/3353493-maisonette-2-bedroom-maisonette-home,ibadan,13
5 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos","750,000,000",Semi-detached Duplex,5,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3354674-well-built-5-bedroom-semi-detached-duplex-with-bq,ibadan,13
Residential land for sale,"Asokoro District, Abuja","13,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/asokoro-district/3355534-luxury-estate-land-in-valencia-estate-asokoro-extension-abuja,ibadan,13
Residential land for sale,"Behind Army Estate Phase 3, Kurudu, Abuja","5,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/kurudu/3355533-estate-land,ibadan,13
Residential land for sale,"*goodland Phase 1 Estate Behind Dunamis/river Park Airport Road Lugbe, Lugbe District, Abuja","13,000,000",Residential Land,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/lugbe-district/3355532-estate-land-in-lugbe,ibadan,13
4 bedroom terraced duplex for sale,"Jahi, Abuja","250,000,000",Terraced Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/jahi/3355526-4-bedroom-terraced-duplex,ibadan,13
4 bedroom semi-detached duplex for sale,"Citygate Estate, Before Godab Estate, Life Camp, Abuja","285,000,000",Semi-detached Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/abuja/life-camp/3355524-4-bedroom-semi-detached-duplex,ibadan,13
4 bedroom terraced duplex for sale,"Jahi, Abuja","450,000,000",Terraced Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/jahi/3355521-brand-new-4-bedroom-terraced-duplex,ibadan,13
4 bedroom detached bungalow for sale,"Sangotedo, Ajah, Lagos","60,000,000",Detached Bungalow,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ajah/sangotedo/3355519-distress-detached-bungalow-in-a-gated-area,ibadan,13
4 bedroom terraced duplex for sale,"Katampe Extension, Katampe, Abuja","550,000,000",Terraced Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/katampe-district/katampe-extension/3355518-fully-furnished-4-bedrooms-terraced-duplex,ibadan,13
Block of flats for sale,"Ogba, Ikeja, Lagos","150,000,000",Block of Flats,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikeja/ogba/3355516-4-bedrooms-detached-house-with-block-of-2-flats,ibadan,13
4 bedroom semi-detached duplex for sale,"Atlantic Nominee Estate, Ajah, Lagos","100,000,000",Semi-detached Duplex,4,4,5,14 Oct 2025,27 Dec 2025,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3146614-4-bedrooms-semidetached-house-for-distress,ibadan,14
4 bedroom terraced duplex for sale,"Jahi, Abuja","450,000,000",Terraced Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/jahi/3355521-brand-new-4-bedroom-terraced-duplex,ibadan,14
4 bedroom detached bungalow for sale,"Sangotedo, Ajah, Lagos","60,000,000",Detached Bungalow,4,4,5,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ajah/sangotedo/3355519-distress-detached-bungalow-in-a-gated-area,ibadan,14
4 bedroom terraced duplex for sale,"Katampe Extension, Katampe, Abuja","550,000,000",Terraced Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/katampe-district/katampe-extension/3355518-fully-furnished-4-bedrooms-terraced-duplex,ibadan,14
Block of flats for sale,"Ogba, Ikeja, Lagos","150,000,000",Block of Flats,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikeja/ogba/3355516-4-bedrooms-detached-house-with-block-of-2-flats,ibadan,14
4 bedroom terraced duplex for sale,"Wuye, Abuja","300,000,000",Terraced Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/wuye/3355514-4-bedrooms-terraced-duplex,ibadan,14
3 bedroom terraced duplex for sale,"Medina Estate, Gbagada, Lagos","240,000,000",Terraced Duplex,3,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/gbagada/3355511-brand-new-3-bedrooms-terraced-duplex,ibadan,14
Block of flats for sale,"Garki, Abuja","850,000,000",Block of Flats,,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/garki/3355509-residential-property,ibadan,14
4 bedroom terraced duplex for sale,"Riverpark Estate, Airport Road, Lugbe District, Abuja","200,000,000",Terraced Duplex,4,,,23 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/lugbe-district/3355507-4-bedrooms-terraced-duplex-privately-gated,ibadan,14
